% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.322	10	1	33	3	1	18	967	0	0
0.322	11	2	33	3	1	26	1836	0	0
0.322	12	3	33	3	1	28	2196	0	0
0.322	13	4	33	3	1	18	967	0	0
0.323	1	11	33	4	3	12	597	0	0
0.323	2	16	33	4	2	4	217	0	0
0.323	4	6	33	4	2	14	775	0	0
0.323	5	23	33	4	1	8	421	0	0
0.323	6	14	33	4	3	8	421	0	0
0.323	9	17	33	4	1	14	775	0	0
0.323	10	1	33	4	1	18	967	0	0
0.323	11	2	33	4	1	26	1836	0	0
0.323	12	3	33	4	1	28	2196	0	0
0.323	13	4	33	4	1	18	967	0	0
0.324	1	5	33	5	4	10	469	0	0
0.324	2	21	33	5	1	10	469	0	0
0.324	4	12	33	5	1	8	421	0	0
0.324	5	23	33	5	1	8	421	0	0
0.324	6	7	33	5	4	10	469	0	0
0.324	9	17	33	5	1	14	775	0	0
0.324	10	1	33	5	1	18	967	0	0
0.324	11	2	33	5	1	26	1836	0	0
0.324	12	3	33	5	1	28	2196	0	0
0.324	13	4	33	5	1	18	967	0	0
0.325	1	10	33	6	2	8	421	0	0
0.325	2	16	33	6	2	4	217	0	0
0.325	4	22	33	6	4	12	597	0	0
0.325	5	23	33	6	1	8	421	0	0
0.325	6	15	33	6	1	2	133	0	0
0.325	9	17	33	6	1	14	775	0	0
0.325	10	1	33	6	1	18	967	0	0
0.325	11	2	33	6	1	26	1836	0	0
0.325	12	3	33	6	1	28	2196	0	0
0.325	13	4	33	6	1	18	967	0	0
0.326	1	20	33	7	1	4	217	0	0
0.326	2	21	33	7	1	10	469	0	0
0.326	4	9	33	7	6	2	133	0	0
0.326	5	23	33	7	1	8	421	0	0
0.326	6	8	33	7	2	4	217	0	0
0.326	9	17	33	7	1	14	775	0	0
0.326	10	1	33	7	1	18	967	0	0
0.326	11	2	33	7	1	26	1836	0	0
0.326	12	3	33	7	1	28	2196	0	0
0.326	13	4	33	7	1	18	967	0	0
0.327	1	11	33	8	3	12	597	0	0
0.327	2	16	33	8	2	4	217	0	0
0.327	4	19	33	8	3	6	309	0	0
0.327	5	23	33	8	1	8	421	0	0
0.327	6	14	33	8	3	8	421	0	0
0.327	9	17	33	8	1	14	775	0	0
0.327	10	1	33	8	1	18	967	0	0
0.327	11	2	33	8	1	26	1836	0	0
0.327	12	3	33	8	1	28	2196	0	0
0.327	13	4	33	8	1	18	967	0	0
0.328	1	13	33	9	5	6	309	0	0
0.328	2	21	33	9	1	10	469	0	0
0.328	4	6	33	9	2	14	775	0	0
0.328	5	23	33	9	1	8	421	0	0
0.328	6	7	33	9	4	10	469	0	0
0.328	9	17	33	9	1	14	775	0	0
0.328	10	1	33	9	1	18	967	0	0
0.328	11	2	33	9	1	26	1836	0	0
0.328	12	3	33	9	1	28	2196	0	0
0.328	13	4	33	9	1	18	967	0	0
0.329	1	5	33	10	4	10	469	0	0
0.329	2	16	33	10	2	4	217	0	0
0.329	4	12	33	10	1	8	421	0	0
0.329	5	23	33	10	1	8	421	0	0
0.329	6	15	33	10	1	2	133	0	0
0.329	9	17	33	10	1	14	775	0	0
0.329	10	1	33	10	1	18	967	0	0
0.329	11	2	33	10	1	26	1836	0	0
0.329	12	3	33	10	1	28	2196	0	0
0.329	13	4	33	10	1	18	967	0	0
0.33	1	10	34	1	2	8	421	0	0
0.33	2	21	34	1	1	10	469	0	0
0.33	4	22	34	1	4	12	597	0	0
0.33	5	23	34	1	1	8	421	0	0
0.33	6	8	34	1	2	4	217	0	0
0.33	9	17	34	1	1	14	775	0	0
0.33	10	1	34	1	1	18	967	0	0
0.33	11	2	34	1	1	26	1836	0	0
0.33	12	3	34	1	1	28	2196	0	0
0.33	13	4	34	1	1	18	967	0	0
0.331	1	11	34	2	3	12	597	0	0
0.331	2	21	34	2	1	10	469	0	0
0.331	4	9	34	2	6	2	133	0	0
0.331	5	23	34	2	1	8	421	0	0
0.331	6	14	34	2	3	8	421	0	0
0.331	9	17	34	2	1	14	775	0	0
0.331	10	1	34	2	1	18	967	0	0
0.331	11	2	34	2	1	26	1836	0	0
0.331	12	3	34	2	1	28	2196	0	0
0.331	13	4	34	2	1	18	967	0	0
0.332	1	20	34	3	1	4	217	0	0
0.332	2	16	34	3	2	4	217	0	0
0.332	4	19	34	3	3	6	309	0	0
0.332	5	23	34	3	1	8	421	0	0
0.332	6	7	34	3	4	10	469	0	0
0.332	9	17	34	3	1	14	775	0	0
0.332	10	1	34	3	1	18	967	0	0
0.332	11	2	34	3	1	26	1836	0	0
0.332	12	3	34	3	1	28	2196	0	0
0.332	13	4	34	3	1	18	967	0	0
0.333	1	5	34	4	4	10	469	0	0
0.333	2	21	34	4	1	10	469	0	0
0.333	4	6	34	4	2	14	775	0	0
0.333	5	23	34	4	1	8	421	0	0
0.333	6	15	34	4	1	2	133	0	0
0.333	9	17	34	4	1	14	775	0	0
0.333	10	1	34	4	1	18	967	0	0
0.333	11	2	34	4	1	26	1836	0	0
0.333	12	3	34	4	1	28	2196	0	0
0.333	13	4	34	4	1	18	967	0	0
0.334	1	13	34	5	5	6	309	0	0
0.334	2	16	34	5	2	4	217	0	0
0.334	4	12	34	5	1	8	421	0	0
0.334	5	23	34	5	1	8	421	0	0
0.334	6	14	34	5	3	8	421	0	0
0.334	9	17	34	5	1	14	775	0	0
0.334	10	1	34	5	1	18	967	0	0
0.334	11	2	34	5	1	26	1836	0	0
0.334	12	3	34	5	1	28	2196	0	0
0.334	13	4	34	5	1	18	967	0	0
0.335	1	10	34	6	2	8	421	0	0
0.335	2	21	34	6	1	10	469	0	0
0.335	4	22	34	6	4	12	597	0	0
0.335	5	23	34	6	1	8	421	0	0
0.335	6	8	34	6	2	4	217	0	0
0.335	9	17	34	6	1	14	775	0	0
0.335	10	1	34	6	1	18	967	0	0
0.335	11	2	34	6	1	26	1836	0	0
0.335	12	3	34	6	1	28	2196	0	0
0.335	13	4	34	6	1	18	967	0	0
0.336	1	11	34	7	3	12	597	0	0
0.336	2	16	34	7	2	4	217	0	0
0.336	4	19	34	7	3	6	309	0	0
0.336	5	23	34	7	1	8	421	0	0
0.336	6	7	34	7	4	10	469	0	0
0.336	9	17	34	7	1	14	775	0	0
0.336	10	1	34	7	1	18	967	0	0
0.336	11	2	34	7	1	26	1836	0	0
0.336	12	3	34	7	1	28	2196	0	0
0.336	13	4	34	7	1	18	967	0	0
0.337	1	5	34	8	4	10	469	0	0
0.337	2	21	34	8	1	10	469	0	0
0.337	4	9	34	8	6	2	133	0	0
0.337	5	23	34	8	1	8	421	0	0
0.337	6	14	34	8	3	8	421	0	0
0.337	9	17	34	8	1	14	775	0	0
0.337	10	1	34	8	1	18	967	0	0
0.337	11	2	34	8	1	26	1836	0	0
0.337	12	3	34	8	1	28	2196	0	0
0.337	13	4	34	8	1	18	967	0	0
0.338	1	20	34	9	1	4	217	0	0
0.338	2	16	34	9	2	4	217	0	0
0.338	4	6	34	9	2	14	775	0	0
0.338	5	23	34	9	1	8	421	0	0
0.338	6	15	34	9	1	2	133	0	0
0.338	9	17	34	9	1	14	775	0	0
0.338	10	1	34	9	1	18	967	0	0
0.338	11	2	34	9	1	26	1836	0	0
0.338	12	3	34	9	1	28	2196	0	0
0.338	13	4	34	9	1	18	967	0	0
0.339	1	13	34	10	5	6	309	0	0
0.339	2	21	34	10	1	10	469	0	0
0.339	4	12	34	10	1	8	421	0	0
0.339	5	23	34	10	1	8	421	0	0
0.339	6	8	34	10	2	4	217	0	0
0.339	9	17	34	10	1	14	775	0	0
0.339	10	1	34	10	1	18	967	0	0
0.339	11	2	34	10	1	26	1836	0	0
0.339	12	3	34	10	1	28	2196	0	0
0.339	13	4	34	10	1	18	967	0	0
0.34	1	10	35	1	2	8	421	0	0
0.34	2	16	35	1	2	4	217	0	0
0.34	4	22	35	1	4	12	597	0	0
0.34	5	23	35	1	1	8	421	0	0
0.34	6	7	35	1	4	10	469	0	0
0.34	9	17	35	1	1	14	775	0	0
0.34	10	1	35	1	1	18	967	0	0
0.34	11	2	35	1	1	26	1836	0	0
0.34	12	3	35	1	1	28	2196	0	0
0.34	13	4	35	1	1	18	967	0	0
0.341	1	11	35	2	3	12	597	0	0
0.341	2	21	35	2	1	10	469	0	0
0.341	4	6	35	2	2	14	775	0	0
0.341	5	23	35	2	1	8	421	0	0
0.341	6	14	35	2	3	8	421	0	0
0.341	9	17	35	2	1	14	775	0	0
0.341	10	1	35	2	1	18	967	0	0
0.341	11	2	35	2	1	26	1836	0	0
0.341	12	3	35	2	1	28	2196	0	0
0.341	13	4	35	2	1	18	967	0	0
0.342	1	5	35	3	4	10	469	0	0
0.342	2	16	35	3	2	4	217	0	0
0.342	4	19	35	3	3	6	309	0	0
0.342	5	23	35	3	1	8	421	0	0
0.342	6	15	35	3	1	2	133	0	0
0.342	9	17	35	3	1	14	775	0	0
0.342	10	1	35	3	1	18	967	0	0
0.342	11	2	35	3	1	26	1836	0	0
0.342	12	3	35	3	1	28	2196	0	0
0.342	13	4	35	3	1	18	967	0	0
0.343	1	20	35	4	1	4	217	0	0
0.343	2	21	35	4	1	10	469	0	0
0.343	4	9	35	4	6	2	133	0	0
0.343	5	23	35	4	1	8	421	0	0
0.343	6	8	35	4	2	4	217	0	0
0.343	9	17	35	4	1	14	775	0	0
0.343	10	1	35	4	1	18	967	0	0
0.343	11	2	35	4	1	26	1836	0	0
0.343	12	3	35	4	1	28	2196	0	0
0.343	13	4	35	4	1	18	967	0	0
0.344	1	13	35	5	5	6	309	0	0
0.344	2	16	35	5	2	4	217	0	0
0.344	4	12	35	5	1	8	421	0	0
0.344	5	23	35	5	1	8	421	0	0
0.344	6	7	35	5	4	10	469	0	0
0.344	9	17	35	5	1	14	775	0	0
0.344	10	1	35	5	1	18	967	0	0
0.344	11	2	35	5	1	26	1836	0	0
0.344	12	3	35	5	1	28	2196	0	0
0.344	13	4	35	5	1	18	967	0	0
0.345	1	10	35	6	2	8	421	0	0
0.345	2	21	35	6	1	10	469	0	0
0.345	4	22	35	6	4	12	597	0	0
0.345	5	23	35	6	1	8	421	0	0
0.345	6	14	35	6	3	8	421	0	0
0.345	9	17	35	6	1	14	775	0	0
0.345	10	1	35	6	1	18	967	0	0
0.345	11	2	35	6	1	26	1836	0	0
0.345	12	3	35	6	1	28	2196	0	0
0.345	13	4	35	6	1	18	967	0	0
0.346	1	11	35	7	3	12	597	0	0
0.346	2	21	35	7	1	10	469	0	0
0.346	4	6	35	7	2	14	775	0	0
0.346	5	23	35	7	1	8	421	0	0
0.346	6	8	35	7	2	4	217	0	0
0.346	9	17	35	7	1	14	775	0	0
0.346	10	1	35	7	1	18	967	0	0
0.346	11	2	35	7	1	26	1836	0	0
0.346	12	3	35	7	1	28	2196	0	0
0.346	13	4	35	7	1	18	967	0	0
0.347	1	5	35	8	4	10	469	0	0
0.347	2	16	35	8	2	4	217	0	0
0.347	4	19	35	8	3	6	309	0	0
0.347	5	23	35	8	1	8	421	0	0
0.347	6	15	35	8	1	2	133	0	0
0.347	9	17	35	8	1	14	775	0	0
0.347	10	1	35	8	1	18	967	0	0
0.347	11	2	35	8	1	26	1836	0	0
0.347	12	3	35	8	1	28	2196	0	0
0.347	13	4	35	8	1	18	967	0	0
0.348	1	20	35	9	1	4	217	0	0
0.348	2	21	35	9	1	10	469	0	0
0.348	4	9	35	9	6	2	133	0	0
0.348	5	23	35	9	1	8	421	0	0
0.348	6	7	35	9	4	10	469	0	0
0.348	9	17	35	9	1	14	775	0	0
0.348	10	1	35	9	1	18	967	0	0
0.348	11	2	35	9	1	26	1836	0	0
0.348	12	3	35	9	1	28	2196	0	0
0.348	13	4	35	9	1	18	967	0	0
0.349	1	13	35	10	5	6	309	0	0
0.349	2	16	35	10	2	4	217	0	0
0.349	4	12	35	10	1	8	421	0	0
0.349	5	23	35	10	1	8	421	0	0
0.349	6	14	35	10	3	8	421	0	0
0.349	9	17	35	10	1	14	775	0	0
0.349	10	1	35	10	1	18	967	0	0
0.349	11	2	35	10	1	26	1836	0	0
0.349	12	3	35	10	1	28	2196	0	0
0.349	13	4	35	10	1	18	967	0	0
0.35	1	10	36	1	2	8	421	0	0
0.35	2	21	36	1	1	10	469	0	0
0.35	4	22	36	1	4	12	597	0	0
0.35	5	23	36	1	1	8	421	0	0
0.35	6	7	36	1	4	10	469	0	0
0.35	9	17	36	1	1	14	775	0	0
0.35	10	1	36	1	1	18	967	0	0
0.35	11	2	36	1	1	26	1836	0	0
0.35	12	3	36	1	1	28	2196	0	0
0.35	13	4	36	1	1	18	967	0	0
0.351	1	11	36	2	3	12	597	0	0
0.351	2	16	36	2	2	4	217	0	0
0.351	4	6	36	2	2	14	775	0	0
0.351	5	23	36	2	1	8	421	0	0
0.351	6	8	36	2	2	4	217	0	0
0.351	9	17	36	2	1	14	775	0	0
0.351	10	1	36	2	1	18	967	0	0
0.351	11	2	36	2	1	26	1836	0	0
0.351	12	3	36	2	1	28	2196	0	0
0.351	13	18	36	2	17	0	81	0	0
0.352	1	5	36	3	4	10	469	0	0
0.352	2	21	36	3	1	10	469	0	0
0.352	4	19	36	3	3	6	309	0	0
0.352	5	23	36	3	1	8	421	0	0
0.352	6	15	36	3	1	2	133	0	0
0.352	9	17	36	3	1	14	775	0	0
0.352	10	1	36	3	1	18	967	0	0
0.352	11	2	36	3	1	26	1836	0	0
0.352	12	3	36	3	1	28	2196	0	0
0.352	13	18	36	3	17	0	81	0	0
0.353	1	20	36	4	1	4	217	0	0
0.353	2	16	36	4	2	4	217	0	0
0.353	4	12	36	4	1	8	421	0	0
0.353	5	23	36	4	1	8	421	0	0
0.353	6	14	36	4	3	8	421	0	0
0.353	9	17	36	4	1	14	775	0	0
0.353	10	1	36	4	1	18	967	0	0
0.353	11	2	36	4	1	26	1836	0	0
0.353	12	3	36	4	1	28	2196	0	0
0.353	13	18	36	4	17	0	81	0	0
0.354	1	13	36	5	5	6	309	0	0
0.354	2	21	36	5	1	10	469	0	0
0.354	4	9	36	5	6	2	133	0	0
0.354	5	23	36	5	1	8	421	0	0
0.354	6	7	36	5	4	10	469	0	0
0.354	9	17	36	5	1	14	775	0	0
0.354	10	1	36	5	1	18	967	0	0
0.354	11	2	36	5	1	26	1836	0	0
0.354	12	3	36	5	1	28	2196	0	0
0.354	13	18	36	5	17	0	81	0	0
0.355	1	10	36	6	2	8	421	0	0
0.355	2	16	36	6	2	4	217	0	0
0.355	4	22	36	6	4	12	597	0	0
0.355	5	23	36	6	1	8	421	0	0
0.355	6	8	36	6	2	4	217	0	0
0.355	9	17	36	6	1	14	775	0	0
0.355	10	1	36	6	1	18	967	0	0
0.355	11	2	36	6	1	26	1836	0	0
0.355	12	3	36	6	1	28	2196	0	0
0.355	13	18	36	6	17	0	81	0	0
0.356	1	11	36	7	3	12	597	0	0
0.356	2	21	36	7	1	10	469	0	0
0.356	4	6	36	7	2	14	775	0	0
0.356	5	23	36	7	1	8	421	0	0
0.356	6	15	36	7	1	2	133	0	0
0.356	9	17	36	7	1	14	775	0	0
0.356	10	1	36	7	1	18	967	0	0
0.356	11	2	36	7	1	26	1836	0	0
0.356	12	3	36	7	1	28	2196	0	0
0.356	13	18	36	7	17	0	81	0	0
0.357	1	5	36	8	4	10	469	0	0
0.357	2	16	36	8	2	4	217	0	0
0.357	4	19	36	8	3	6	309	0	0
0.357	5	23	36	8	1	8	421	0	0
0.357	6	14	36	8	3	8	421	0	0
0.357	9	17	36	8	1	14	775	0	0
0.357	10	1	36	8	1	18	967	0	0
0.357	11	2	36	8	1	26	1836	0	0
0.357	12	3	36	8	1	28	2196	0	0
0.357	13	18	36	8	17	0	81	0	0
0.358	1	20	36	9	1	4	217	0	0
0.358	2	21	36	9	1	10	469	0	0
0.358	4	12	36	9	1	8	421	0	0
0.358	5	23	36	9	1	8	421	0	0
0.358	6	7	36	9	4	10	469	0	0
0.358	9	17	36	9	1	14	775	0	0
0.358	10	1	36	9	1	18	967	0	0
0.358	11	2	36	9	1	26	1836	0	0
0.358	12	3	36	9	1	28	2196	0	0
0.358	13	18	36	9	17	0	81	0	0
0.359	1	13	36	10	5	6	309	0	0
0.359	2	16	36	10	2	4	217	0	0
0.359	4	22	36	10	4	12	597	0	0
0.359	5	23	36	10	1	8	421	0	0
0.359	6	8	36	10	2	4	217	0	0
0.359	9	17	36	10	1	14	775	0	0
0.359	10	1	36	10	1	18	967	0	0
0.359	11	2	36	10	1	26	1836	0	0
0.359	12	3	36	10	1	28	2196	0	0
0.359	13	4	36	10	1	18	967	0	0
0.36	1	10	37	1	2	8	421	0	0
0.36	2	21	37	1	1	10	469	0	0
0.36	4	9	37	1	6	2	133	0	0
0.36	5	23	37	1	1	8	421	0	0
0.36	6	15	37	1	1	2	133	0	0
0.36	9	17	37	1	1	14	775	0	0
0.36	10	1	37	1	1	18	967	0	0
0.36	11	2	37	1	1	26	1836	0	0
0.36	12	3	37	1	1	28	2196	0	0
0.36	13	4	37	1	1	18	967	0	0
0.361	1	11	37	2	3	12	597	0	0
0.361	2	21	37	2	1	10	469	0	0
0.361	4	6	37	2	2	14	775	0	0
0.361	5	23	37	2	1	8	421	0	0
0.361	6	14	37	2	3	8	421	0	0
0.361	9	17	37	2	1	14	775	0	0
0.361	10	1	37	2	1	18	967	0	0
0.361	11	2	37	2	1	26	1836	0	0
0.361	12	3	37	2	1	28	2196	0	0
0.361	13	18	37	2	17	0	81	0	0
0.362	1	5	37	3	4	10	469	0	0
0.362	2	16	37	3	2	4	217	0	0
0.362	4	19	37	3	3	6	309	0	0
0.362	5	23	37	3	1	8	421	0	0
0.362	6	7	37	3	4	10	469	0	0
0.362	9	17	37	3	1	14	775	0	0
0.362	10	1	37	3	1	18	967	0	0
0.362	11	2	37	3	1	26	1836	0	0
0.362	12	3	37	3	1	28	2196	0	0
0.362	13	4	37	3	1	18	967	0	0
0.363	1	13	37	4	5	6	309	0	0
0.363	2	21	37	4	1	10	469	0	0
0.363	4	12	37	4	1	8	421	0	0
0.363	5	23	37	4	1	8	421	0	0
0.363	6	8	37	4	2	4	217	0	0
0.363	9	17	37	4	1	14	775	0	0
0.363	10	1	37	4	1	18	967	0	0
0.363	11	2	37	4	1	26	1836	0	0
0.363	12	3	37	4	1	28	2196	0	0
0.363	13	18	37	4	17	0	81	0	0
0.364	1	20	37	5	1	4	217	0	0
0.364	2	16	37	5	2	4	217	0	0
0.364	4	22	37	5	4	12	597	0	0
0.364	5	23	37	5	1	8	421	0	0
0.364	6	15	37	5	1	2	133	0	0
0.364	9	17	37	5	1	14	775	0	0
0.364	10	1	37	5	1	18	967	0	0
0.364	11	2	37	5	1	26	1836	0	0
0.364	12	3	37	5	1	28	2196	0	0
0.364	13	18	37	5	17	0	81	0	0
0.365	1	10	37	6	2	8	421	0	0
0.365	2	21	37	6	1	10	469	0	0
0.365	4	9	37	6	6	2	133	0	0
0.365	5	23	37	6	1	8	421	0	0
0.365	6	14	37	6	3	8	421	0	0
0.365	9	17	37	6	1	14	775	0	0
0.365	10	1	37	6	1	18	967	0	0
0.365	11	2	37	6	1	26	1836	0	0
0.365	12	3	37	6	1	28	2196	0	0
0.365	13	18	37	6	17	0	81	0	0
0.366	1	11	37	7	3	12	597	0	0
0.366	2	16	37	7	2	4	217	0	0
0.366	4	6	37	7	2	14	775	0	0
0.366	5	23	37	7	1	8	421	0	0
0.366	6	7	37	7	4	10	469	0	0
0.366	9	17	37	7	1	14	775	0	0
0.366	10	1	37	7	1	18	967	0	0
0.366	11	2	37	7	1	26	1836	0	0
0.366	12	3	37	7	1	28	2196	0	0
0.366	13	18	37	7	17	0	81	0	0
0.367	1	5	37	8	4	10	469	0	0
0.367	2	21	37	8	1	10	469	0	0
0.367	4	12	37	8	1	8	421	0	0
0.367	5	23	37	8	1	8	421	0	0
0.367	6	8	37	8	2	4	217	0	0
0.367	9	17	37	8	1	14	775	0	0
0.367	10	1	37	8	1	18	967	0	0
0.367	11	2	37	8	1	26	1836	0	0
0.367	12	3	37	8	1	28	2196	0	0
0.367	13	18	37	8	17	0	81	0	0
0.368	1	10	37	9	2	8	421	0	0
0.368	2	16	37	9	2	4	217	0	0
0.368	4	19	37	9	3	6	309	0	0
0.368	5	23	37	9	1	8	421	0	0
0.368	6	15	37	9	1	2	133	0	0
0.368	9	17	37	9	1	14	775	0	0
0.368	10	1	37	9	1	18	967	0	0
0.368	11	2	37	9	1	26	1836	0	0
0.368	12	3	37	9	1	28	2196	0	0
0.368	13	18	37	9	17	0	81	0	0
0.369	1	13	37	10	5	6	309	0	0
0.369	2	21	37	10	1	10	469	0	0
0.369	4	22	37	10	4	12	597	0	0
0.369	5	23	37	10	1	8	421	0	0
0.369	6	14	37	10	3	8	421	0	0
0.369	9	17	37	10	1	14	775	0	0
0.369	10	1	37	10	1	18	967	0	0
0.369	11	2	37	10	1	26	1836	0	0
0.369	12	3	37	10	1	28	2196	0	0
0.369	13	18	37	10	17	0	81	0	0
0.37	1	20	38	1	1	4	217	0	0
0.37	2	16	38	1	2	4	217	0	0
0.37	4	9	38	1	6	2	133	0	0
0.37	5	23	38	1	1	8	421	0	0
0.37	6	7	38	1	4	10	469	0	0
0.37	9	17	38	1	1	14	775	0	0
0.37	10	1	38	1	1	18	967	0	0
0.37	11	2	38	1	1	26	1836	0	0
0.37	12	3	38	1	1	28	2196	0	0
0.37	13	18	38	1	17	0	81	0	0
0.371	1	11	38	2	3	12	597	0	0
0.371	2	21	38	2	1	10	469	0	0
0.371	4	6	38	2	2	14	775	0	0
0.371	5	23	38	2	1	8	421	0	0
0.371	6	8	38	2	2	4	217	0	0
0.371	9	17	38	2	1	14	775	0	0
0.371	10	1	38	2	1	18	967	0	0
0.371	11	2	38	2	1	26	1836	0	0
0.371	12	3	38	2	1	28	2196	0	0
0.371	13	18	38	2	17	0	81	0	0
0.372	1	5	38	3	4	10	469	0	0
0.372	2	16	38	3	2	4	217	0	0
0.372	4	12	38	3	1	8	421	0	0
0.372	5	23	38	3	1	8	421	0	0
0.372	6	14	38	3	3	8	421	0	0
0.372	9	17	38	3	1	14	775	0	0
0.372	10	1	38	3	1	18	967	0	0
0.372	11	2	38	3	1	26	1836	0	0
0.372	12	3	38	3	1	28	2196	0	0
0.372	13	4	38	3	1	18	967	0	0
0.373	1	10	38	4	2	8	421	0	0
0.373	2	21	38	4	1	10	469	0	0
0.373	4	22	38	4	4	12	597	0	0
0.373	5	23	38	4	1	8	421	0	0
0.373	6	15	38	4	1	2	133	0	0
0.373	9	17	38	4	1	14	775	0	0
0.373	10	1	38	4	1	18	967	0	0
0.373	11	2	38	4	1	26	1836	0	0
0.373	12	3	38	4	1	28	2196	0	0
0.373	13	4	38	4	1	18	967	0	0
0.374	1	11	38	5	3	12	597	0	0
0.374	2	16	38	5	2	4	217	0	0
0.374	4	19	38	5	3	6	309	0	0
0.374	5	23	38	5	1	8	421	0	0
0.374	6	7	38	5	4	10	469	0	0
0.374	9	17	38	5	1	14	775	0	0
0.374	10	1	38	5	1	18	967	0	0
0.374	11	2	38	5	1	26	1836	0	0
0.374	12	3	38	5	1	28	2196	0	0
0.374	13	18	38	5	17	0	81	0	0
0.375	1	13	38	6	5	6	309	0	0
0.375	2	21	38	6	1	10	469	0	0
0.375	4	6	38	6	2	14	775	0	0
0.375	5	23	38	6	1	8	421	0	0
0.375	6	8	38	6	2	4	217	0	0
0.375	9	17	38	6	1	14	775	0	0
0.375	10	1	38	6	1	18	967	0	0
0.375	11	2	38	6	1	26	1836	0	0
0.375	12	3	38	6	1	28	2196	0	0
0.375	13	18	38	6	17	0	81	0	0
0.376	1	20	38	7	1	4	217	0	0
0.376	2	16	38	7	2	4	217	0	0
0.376	4	9	38	7	6	2	133	0	0
0.376	5	23	38	7	1	8	421	0	0
0.376	6	14	38	7	3	8	421	0	0
0.376	9	17	38	7	1	14	775	0	0
0.376	10	1	38	7	1	18	967	0	0
0.376	11	2	38	7	1	26	1836	0	0
0.376	12	3	38	7	1	28	2196	0	0
0.376	13	4	38	7	1	18	967	0	0
0.377	1	5	38	8	4	10	469	0	0
0.377	2	21	38	8	1	10	469	0	0
0.377	4	12	38	8	1	8	421	0	0
0.377	5	23	38	8	1	8	421	0	0
0.377	6	7	38	8	4	10	469	0	0
0.377	9	17	38	8	1	14	775	0	0
0.377	10	1	38	8	1	18	967	0	0
0.377	11	2	38	8	1	26	1836	0	0
0.377	12	3	38	8	1	28	2196	0	0
0.377	13	18	38	8	17	0	81	0	0
0.378	1	10	38	9	2	8	421	0	0
0.378	2	21	38	9	1	10	469	0	0
0.378	4	22	38	9	4	12	597	0	0
0.378	5	23	38	9	1	8	421	0	0
0.378	6	15	38	9	1	2	133	0	0
0.378	9	17	38	9	1	14	775	0	0
0.378	10	1	38	9	1	18	967	0	0
0.378	11	2	38	9	1	26	1836	0	0
0.378	12	3	38	9	1	28	2196	0	0
0.378	13	18	38	9	17	0	81	0	0
0.379	1	11	38	10	3	12	597	0	0
0.379	2	16	38	10	2	4	217	0	0
0.379	4	19	38	10	3	6	309	0	0
0.379	5	23	38	10	1	8	421	0	0
0.379	6	14	38	10	3	8	421	0	0
0.379	9	17	38	10	1	14	775	0	0
0.379	10	1	38	10	1	18	967	0	0
0.379	11	2	38	10	1	26	1836	0	0
0.379	12	3	38	10	1	28	2196	0	0
0.379	13	4	38	10	1	18	967	0	0
0.38	1	13	39	1	5	6	309	0	0
0.38	2	21	39	1	1	10	469	0	0
0.38	4	6	39	1	2	14	775	0	0
0.38	5	23	39	1	1	8	421	0	0
0.38	6	8	39	1	2	4	217	0	0
0.38	9	17	39	1	1	14	775	0	0
0.38	10	1	39	1	1	18	967	0	0
0.38	11	2	39	1	1	26	1836	0	0
0.38	12	3	39	1	1	28	2196	0	0
0.38	13	18	39	1	17	0	81	0	0
0.381	1	5	39	2	4	10	469	0	0
0.381	2	16	39	2	2	4	217	0	0
0.381	4	9	39	2	6	2	133	0	0
0.381	5	23	39	2	1	8	421	0	0
0.381	6	7	39	2	4	10	469	0	0
0.381	9	17	39	2	1	14	775	0	0
0.381	10	1	39	2	1	18	967	0	0
0.381	11	2	39	2	1	26	1836	0	0
0.381	12	3	39	2	1	28	2196	0	0
0.381	13	18	39	2	17	0	81	0	0
0.382	1	20	39	3	1	4	217	0	0
0.382	2	21	39	3	1	10	469	0	0
0.382	4	22	39	3	4	12	597	0	0
0.382	5	23	39	3	1	8	421	0	0
0.382	6	15	39	3	1	2	133	0	0
0.382	9	17	39	3	1	14	775	0	0
0.382	10	1	39	3	1	18	967	0	0
0.382	11	2	39	3	1	26	1836	0	0
0.382	12	3	39	3	1	28	2196	0	0
0.382	13	18	39	3	17	0	81	0	0
0.383	1	10	39	4	2	8	421	0	0
0.383	2	16	39	4	2	4	217	0	0
0.383	4	12	39	4	1	8	421	0	0
0.383	5	23	39	4	1	8	421	0	0
0.383	6	14	39	4	3	8	421	0	0
0.383	9	17	39	4	1	14	775	0	0
0.383	10	1	39	4	1	18	967	0	0
0.383	11	2	39	4	1	26	1836	0	0
0.383	12	3	39	4	1	28	2196	0	0
0.383	13	18	39	4	17	0	81	0	0
0.384	1	11	39	5	3	12	597	0	0
0.384	2	21	39	5	1	10	469	0	0
0.384	4	19	39	5	3	6	309	0	0
0.384	5	23	39	5	1	8	421	0	0
0.384	6	7	39	5	4	10	469	0	0
0.384	9	17	39	5	1	14	775	0	0
0.384	10	1	39	5	1	18	967	0	0
0.384	11	2	39	5	1	26	1836	0	0
0.384	12	3	39	5	1	28	2196	0	0
0.384	13	4	39	5	1	18	967	0	0
0.385	1	5	39	6	4	10	469	0	0
0.385	2	16	39	6	2	4	217	0	0
0.385	4	6	39	6	2	14	775	0	0
0.385	5	23	39	6	1	8	421	0	0
