% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.072	9	6	8	3	1	2	133	0	0
0.072	10	1	8	3	1	8	421	0	0
0.072	11	2	8	3	1	16	903	0	0
0.072	12	3	8	3	1	8	421	0	0
0.072	13	4	8	3	1	2	133	0	0
0.073	1	18	8	4	2	12	597	0	0
0.073	2	15	8	4	1	12	597	0	0
0.073	3	16	8	4	2	2	133	0	0
0.073	4	19	8	4	1	14	775	0	0
0.073	6	23	8	4	2	18	967	0	0
0.073	7	11	8	4	1	8	421	0	0
0.073	8	20	8	4	1	0	81	0	0
0.073	9	6	8	4	1	2	133	0	0
0.073	10	1	8	4	1	8	421	0	0
0.073	11	2	8	4	1	16	903	0	0
0.073	12	3	8	4	1	8	421	0	0
0.073	13	4	8	4	1	2	133	0	0
0.074	1	22	8	5	1	10	469	0	0
0.074	2	14	8	5	2	4	217	0	0
0.074	3	17	8	5	1	18	967	0	0
0.074	4	5	8	5	2	16	903	0	0
0.074	6	7	8	5	1	8	421	0	0
0.074	7	10	8	5	3	8	421	0	0
0.074	8	20	8	5	1	0	81	0	0
0.074	9	21	8	5	2	0	81	0	0
0.074	10	1	8	5	1	8	421	0	0
0.074	11	2	8	5	1	16	903	0	0
0.074	12	3	8	5	1	8	421	0	0
0.074	13	4	8	5	1	2	133	0	0
0.075	1	18	8	6	2	12	597	0	0
0.075	2	15	8	6	1	12	597	0	0
0.075	3	16	8	6	2	2	133	0	0
0.075	4	19	8	6	1	14	775	0	0
0.075	6	13	8	6	3	8	421	0	0
0.075	7	9	8	6	2	2	133	0	0
0.075	8	20	8	6	1	0	81	0	0
0.075	9	6	8	6	1	2	133	0	0
0.075	10	1	8	6	1	8	421	0	0
0.075	11	2	8	6	1	16	903	0	0
0.075	12	3	8	6	1	8	421	0	0
0.075	13	4	8	6	1	2	133	0	0
0.076	1	22	8	7	1	10	469	0	0
0.076	2	14	8	7	2	4	217	0	0
0.076	3	17	8	7	1	18	967	0	0
0.076	4	5	8	7	2	16	903	0	0
0.076	6	23	8	7	2	18	967	0	0
0.076	7	11	8	7	1	8	421	0	0
0.076	8	20	8	7	1	0	81	0	0
0.076	9	21	8	7	2	0	81	0	0
0.076	10	1	8	7	1	8	421	0	0
0.076	11	2	8	7	1	16	903	0	0
0.076	12	3	8	7	1	8	421	0	0
0.076	13	4	8	7	1	2	133	0	0
0.077	1	18	8	8	2	12	597	0	0
0.077	2	15	8	8	1	12	597	0	0
0.077	3	17	8	8	1	18	967	0	0
0.077	4	19	8	8	1	14	775	0	0
0.077	6	7	8	8	1	8	421	0	0
0.077	7	10	8	8	3	8	421	0	0
0.077	8	20	8	8	1	0	81	0	0
0.077	9	6	8	8	1	2	133	0	0
0.077	10	1	8	8	1	8	421	0	0
0.077	11	2	8	8	1	16	903	0	0
0.077	12	3	8	8	1	8	421	0	0
0.077	13	4	8	8	1	2	133	0	0
0.078	1	22	8	9	1	10	469	0	0
0.078	2	15	8	9	1	12	597	0	0
0.078	3	16	8	9	2	2	133	0	0
0.078	4	5	8	9	2	16	903	0	0
0.078	6	13	8	9	3	8	421	0	0
0.078	7	9	8	9	2	2	133	0	0
0.078	8	20	8	9	1	0	81	0	0
0.078	9	6	8	9	1	2	133	0	0
0.078	10	1	8	9	1	8	421	0	0
0.078	11	2	8	9	1	16	903	0	0
0.078	12	3	8	9	1	8	421	0	0
0.078	13	4	8	9	1	2	133	0	0
0.079	1	18	8	10	2	12	597	0	0
0.079	2	14	8	10	2	4	217	0	0
0.079	3	17	8	10	1	18	967	0	0
0.079	4	19	8	10	1	14	775	0	0
0.079	6	23	8	10	2	18	967	0	0
0.079	7	11	8	10	1	8	421	0	0
0.079	8	20	8	10	1	0	81	0	0
0.079	9	21	8	10	2	0	81	0	0
0.079	10	1	8	10	1	8	421	0	0
0.079	11	2	8	10	1	16	903	0	0
0.079	12	3	8	10	1	8	421	0	0
0.079	13	4	8	10	1	2	133	0	0
0.08	1	22	9	1	1	10	469	0	0
0.08	2	15	9	1	1	12	597	0	0
0.08	3	16	9	1	2	2	133	0	0
0.08	4	5	9	1	2	16	903	0	0
0.08	6	7	9	1	1	8	421	0	0
0.08	7	10	9	1	3	8	421	0	0
0.08	8	20	9	1	1	0	81	0	0
0.08	9	6	9	1	1	2	133	0	0
0.08	10	1	9	1	1	8	421	0	0
0.08	11	2	9	1	1	16	903	0	0
0.08	12	3	9	1	1	8	421	0	0
0.08	13	4	9	1	1	2	133	0	0
0.081	1	18	9	2	2	12	597	0	0
0.081	2	14	9	2	2	4	217	0	0
0.081	3	17	9	2	1	18	967	0	0
0.081	4	19	9	2	1	14	775	0	0
0.081	6	13	9	2	3	8	421	0	0
0.081	7	11	9	2	1	8	421	0	0
0.081	8	20	9	2	1	0	81	0	0
0.081	9	21	9	2	2	0	81	0	0
0.081	10	1	9	2	1	8	421	0	0
0.081	11	2	9	2	1	16	903	0	0
0.081	12	3	9	2	1	8	421	0	0
0.081	13	4	9	2	1	2	133	0	0
0.082	1	22	9	3	1	10	469	0	0
0.082	2	15	9	3	1	12	597	0	0
0.082	3	16	9	3	2	2	133	0	0
0.082	4	5	9	3	2	16	903	0	0
0.082	6	23	9	3	2	18	967	0	0
0.082	7	10	9	3	3	8	421	0	0
0.082	8	20	9	3	1	0	81	0	0
0.082	9	6	9	3	1	2	133	0	0
0.082	10	1	9	3	1	8	421	0	0
0.082	11	2	9	3	1	16	903	0	0
0.082	12	3	9	3	1	8	421	0	0
0.082	13	4	9	3	1	2	133	0	0
0.083	1	18	9	4	2	12	597	0	0
0.083	2	14	9	4	2	4	217	0	0
0.083	3	17	9	4	1	18	967	0	0
0.083	4	19	9	4	1	14	775	0	0
0.083	6	7	9	4	1	8	421	0	0
0.083	7	9	9	4	2	2	133	0	0
0.083	8	20	9	4	1	0	81	0	0
0.083	9	21	9	4	2	0	81	0	0
0.083	10	1	9	4	1	8	421	0	0
0.083	11	2	9	4	1	16	903	0	0
0.083	12	3	9	4	1	8	421	0	0
0.083	13	4	9	4	1	2	133	0	0
0.084	1	22	9	5	1	10	469	0	0
0.084	2	15	9	5	1	12	597	0	0
0.084	3	16	9	5	2	2	133	0	0
0.084	4	5	9	5	2	16	903	0	0
0.084	6	23	9	5	2	18	967	0	0
0.084	7	11	9	5	1	8	421	0	0
0.084	8	20	9	5	1	0	81	0	0
0.084	9	6	9	5	1	2	133	0	0
0.084	10	1	9	5	1	8	421	0	0
0.084	11	2	9	5	1	16	903	0	0
0.084	12	3	9	5	1	8	421	0	0
0.084	13	4	9	5	1	2	133	0	0
0.085	1	18	9	6	2	12	597	0	0
0.085	2	14	9	6	2	4	217	0	0
0.085	3	17	9	6	1	18	967	0	0
0.085	4	19	9	6	1	14	775	0	0
0.085	6	13	9	6	3	8	421	0	0
0.085	7	10	9	6	3	8	421	0	0
0.085	8	20	9	6	1	0	81	0	0
0.085	9	6	9	6	1	2	133	0	0
0.085	10	1	9	6	1	8	421	0	0
0.085	11	2	9	6	1	16	903	0	0
0.085	12	3	9	6	1	8	421	0	0
0.085	13	4	9	6	1	2	133	0	0
0.086	1	22	9	7	1	10	469	0	0
0.086	2	15	9	7	1	12	597	0	0
0.086	3	16	9	7	2	2	133	0	0
0.086	4	5	9	7	2	16	903	0	0
0.086	6	7	9	7	1	8	421	0	0
0.086	7	9	9	7	2	2	133	0	0
0.086	8	20	9	7	1	0	81	0	0
0.086	9	21	9	7	2	0	81	0	0
0.086	10	1	9	7	1	8	421	0	0
0.086	11	2	9	7	1	16	903	0	0
0.086	12	3	9	7	1	8	421	0	0
0.086	13	4	9	7	1	2	133	0	0
0.087	1	18	9	8	2	12	597	0	0
0.087	2	14	9	8	2	4	217	0	0
0.087	3	17	9	8	1	18	967	0	0
0.087	4	19	9	8	1	14	775	0	0
0.087	6	23	9	8	2	18	967	0	0
0.087	7	11	9	8	1	8	421	0	0
0.087	8	20	9	8	1	0	81	0	0
0.087	9	21	9	8	2	0	81	0	0
0.087	10	1	9	8	1	8	421	0	0
0.087	11	2	9	8	1	16	903	0	0
0.087	12	3	9	8	1	8	421	0	0
0.087	13	4	9	8	1	2	133	0	0
0.088	1	22	9	9	1	10	469	0	0
0.088	2	15	9	9	1	12	597	0	0
0.088	3	17	9	9	1	18	967	0	0
0.088	4	5	9	9	2	16	903	0	0
0.088	6	13	9	9	3	8	421	0	0
0.088	7	10	9	9	3	8	421	0	0
0.088	8	20	9	9	1	0	81	0	0
0.088	9	6	9	9	1	2	133	0	0
0.088	10	1	9	9	1	8	421	0	0
0.088	11	2	9	9	1	16	903	0	0
0.088	12	3	9	9	1	8	421	0	0
0.088	13	4	9	9	1	2	133	0	0
0.089	1	18	9	10	2	12	597	0	0
0.089	2	14	9	10	2	4	217	0	0
0.089	3	16	9	10	2	2	133	0	0
0.089	4	19	9	10	1	14	775	0	0
0.089	6	7	9	10	1	8	421	0	0
0.089	7	9	9	10	2	2	133	0	0
0.089	8	20	9	10	1	0	81	0	0
0.089	9	21	9	10	2	0	81	0	0
0.089	10	1	9	10	1	8	421	0	0
0.089	11	2	9	10	1	16	903	0	0
0.089	12	3	9	10	1	8	421	0	0
0.089	13	4	9	10	1	2	133	0	0
0.09	1	22	10	1	1	10	469	0	0
0.09	2	15	10	1	1	12	597	0	0
0.09	3	17	10	1	1	18	967	0	0
0.09	4	5	10	1	2	16	903	0	0
0.09	6	23	10	1	2	18	967	0	0
0.09	7	11	10	1	1	8	421	0	0
0.09	8	20	10	1	1	0	81	0	0
0.09	9	6	10	1	1	2	133	0	0
0.09	10	1	10	1	1	8	421	0	0
0.09	11	2	10	1	1	16	903	0	0
0.09	12	3	10	1	1	8	421	0	0
0.09	13	4	10	1	1	2	133	0	0
0.091	1	18	10	2	2	12	597	0	0
0.091	2	14	10	2	2	4	217	0	0
0.091	3	16	10	2	2	2	133	0	0
0.091	4	19	10	2	1	14	775	0	0
0.091	6	13	10	2	3	8	421	0	0
0.091	7	10	10	2	3	8	421	0	0
0.091	8	20	10	2	1	0	81	0	0
0.091	9	21	10	2	2	0	81	0	0
0.091	10	1	10	2	1	8	421	0	0
0.091	11	2	10	2	1	16	903	0	0
0.091	12	3	10	2	1	8	421	0	0
0.091	13	4	10	2	1	2	133	0	0
0.092	1	22	10	3	1	10	469	0	0
0.092	2	15	10	3	1	12	597	0	0
0.092	3	17	10	3	1	18	967	0	0
0.092	4	5	10	3	2	16	903	0	0
0.092	6	7	10	3	1	8	421	0	0
0.092	7	9	10	3	2	2	133	0	0
0.092	8	20	10	3	1	0	81	0	0
0.092	9	6	10	3	1	2	133	0	0
0.092	10	1	10	3	1	8	421	0	0
0.092	11	2	10	3	1	16	903	0	0
0.092	12	3	10	3	1	8	421	0	0
0.092	13	4	10	3	1	2	133	0	0
0.093	1	18	10	4	2	12	597	0	0
0.093	2	14	10	4	2	4	217	0	0
0.093	3	16	10	4	2	2	133	0	0
0.093	4	19	10	4	1	14	775	0	0
0.093	6	23	10	4	2	18	967	0	0
0.093	7	11	10	4	1	8	421	0	0
0.093	8	20	10	4	1	0	81	0	0
0.093	9	6	10	4	1	2	133	0	0
0.093	10	1	10	4	1	8	421	0	0
0.093	11	2	10	4	1	16	903	0	0
0.093	12	3	10	4	1	8	421	0	0
0.093	13	4	10	4	1	2	133	0	0
0.094	1	22	10	5	1	10	469	0	0
0.094	2	15	10	5	1	12	597	0	0
0.094	3	17	10	5	1	18	967	0	0
0.094	4	5	10	5	2	16	903	0	0
0.094	6	13	10	5	3	8	421	0	0
0.094	7	10	10	5	3	8	421	0	0
0.094	8	20	10	5	1	0	81	0	0
0.094	9	21	10	5	2	0	81	0	0
0.094	10	1	10	5	1	8	421	0	0
0.094	11	2	10	5	1	16	903	0	0
0.094	12	3	10	5	1	8	421	0	0
0.094	13	4	10	5	1	2	133	0	0
0.095	1	18	10	6	2	12	597	0	0
0.095	2	15	10	6	1	12	597	0	0
0.095	3	16	10	6	2	2	133	0	0
0.095	4	19	10	6	1	14	775	0	0
0.095	6	7	10	6	1	8	421	0	0
0.095	7	9	10	6	2	2	133	0	0
0.095	8	20	10	6	1	0	81	0	0
0.095	9	6	10	6	1	2	133	0	0
0.095	10	1	10	6	1	8	421	0	0
0.095	11	2	10	6	1	16	903	0	0
0.095	12	3	10	6	1	8	421	0	0
0.095	13	4	10	6	1	2	133	0	0
0.096	1	22	10	7	1	10	469	0	0
0.096	2	14	10	7	2	4	217	0	0
0.096	3	17	10	7	1	18	967	0	0
0.096	4	5	10	7	2	16	903	0	0
0.096	6	23	10	7	2	18	967	0	0
0.096	7	11	10	7	1	8	421	0	0
0.096	8	20	10	7	1	0	81	0	0
0.096	9	21	10	7	2	0	81	0	0
0.096	10	1	10	7	1	8	421	0	0
0.096	11	2	10	7	1	16	903	0	0
0.096	12	3	10	7	1	8	421	0	0
0.096	13	4	10	7	1	2	133	0	0
0.097	1	18	10	8	2	12	597	0	0
0.097	2	15	10	8	1	12	597	0	0
0.097	3	16	10	8	2	2	133	0	0
0.097	4	19	10	8	1	14	775	0	0
0.097	6	13	10	8	3	8	421	0	0
0.097	7	10	10	8	3	8	421	0	0
0.097	8	20	10	8	1	0	81	0	0
0.097	9	6	10	8	1	2	133	0	0
0.097	10	1	10	8	1	8	421	0	0
0.097	11	2	10	8	1	16	903	0	0
0.097	12	3	10	8	1	8	421	0	0
0.097	13	4	10	8	1	2	133	0	0
0.098	1	22	10	9	1	10	469	0	0
0.098	2	14	10	9	2	4	217	0	0
0.098	3	17	10	9	1	18	967	0	0
0.098	4	5	10	9	2	16	903	0	0
0.098	6	7	10	9	1	8	421	0	0
0.098	7	9	10	9	2	2	133	0	0
0.098	8	20	10	9	1	0	81	0	0
0.098	9	12	10	9	3	0	81	0	0
0.098	10	1	10	9	1	8	421	0	0
0.098	11	2	10	9	1	16	903	0	0
0.098	12	3	10	9	1	8	421	0	0
0.098	13	4	10	9	1	2	133	0	0
0.099	1	18	10	10	2	12	597	0	0
0.099	2	15	10	10	1	12	597	0	0
0.099	3	17	10	10	1	18	967	0	0
0.099	4	19	10	10	1	14	775	0	0
0.099	6	23	10	10	2	18	967	0	0
0.099	7	11	10	10	1	8	421	0	0
0.099	8	20	10	10	1	0	81	0	0
0.099	9	6	10	10	1	2	133	0	0
0.099	10	1	10	10	1	8	421	0	0
0.099	11	2	10	10	1	16	903	0	0
0.099	12	3	10	10	1	8	421	0	0
0.099	13	4	10	10	1	2	133	0	0
0.1	1	22	11	1	1	10	469	0	0
0.1	2	14	11	1	2	4	217	0	0
0.1	3	16	11	1	2	2	133	0	0
0.1	4	5	11	1	2	16	903	0	0
0.1	6	13	11	1	3	8	421	0	0
0.1	7	10	11	1	3	8	421	0	0
0.1	8	20	11	1	1	0	81	0	0
0.1	9	21	11	1	2	0	81	0	0
0.1	10	1	11	1	1	8	421	0	0
0.1	11	2	11	1	1	16	903	0	0
0.1	12	3	11	1	1	8	421	0	0
0.1	13	4	11	1	1	2	133	0	0
0.101	1	18	11	2	2	12	597	0	0
0.101	2	15	11	2	1	12	597	0	0
0.101	3	17	11	2	1	18	967	0	0
0.101	4	19	11	2	1	14	775	0	0
0.101	6	7	11	2	1	8	421	0	0
0.101	7	9	11	2	2	2	133	0	0
0.101	8	20	11	2	1	0	81	0	0
0.101	9	6	11	2	1	2	133	0	0
0.101	10	1	11	2	1	8	421	0	0
0.101	11	2	11	2	1	16	903	0	0
0.101	12	3	11	2	1	8	421	0	0
0.101	13	4	11	2	1	2	133	0	0
0.102	1	22	11	3	1	10	469	0	0
0.102	2	14	11	3	2	4	217	0	0
0.102	3	16	11	3	2	2	133	0	0
0.102	4	5	11	3	2	16	903	0	0
0.102	6	23	11	3	2	18	967	0	0
0.102	7	11	11	3	1	8	421	0	0
0.102	8	20	11	3	1	0	81	0	0
0.102	9	12	11	3	3	0	81	0	0
0.102	10	1	11	3	1	8	421	0	0
0.102	11	2	11	3	1	16	903	0	0
0.102	12	3	11	3	1	8	421	0	0
0.102	13	4	11	3	1	2	133	0	0
0.103	1	18	11	4	2	12	597	0	0
0.103	2	15	11	4	1	12	597	0	0
0.103	3	17	11	4	1	18	967	0	0
0.103	4	19	11	4	1	14	775	0	0
0.103	6	13	11	4	3	8	421	0	0
0.103	7	10	11	4	3	8	421	0	0
0.103	8	20	11	4	1	0	81	0	0
0.103	9	21	11	4	2	0	81	0	0
0.103	10	1	11	4	1	8	421	0	0
0.103	11	2	11	4	1	16	903	0	0
0.103	12	3	11	4	1	8	421	0	0
0.103	13	4	11	4	1	2	133	0	0
0.104	1	22	11	5	1	10	469	0	0
0.104	2	14	11	5	2	4	217	0	0
0.104	3	16	11	5	2	2	133	0	0
0.104	4	5	11	5	2	16	903	0	0
0.104	6	7	11	5	1	8	421	0	0
0.104	7	9	11	5	2	2	133	0	0
0.104	8	20	11	5	1	0	81	0	0
0.104	9	6	11	5	1	2	133	0	0
0.104	10	1	11	5	1	8	421	0	0
0.104	11	2	11	5	1	16	903	0	0
0.104	12	3	11	5	1	8	421	0	0
0.104	13	4	11	5	1	2	133	0	0
0.105	1	18	11	6	2	12	597	0	0
0.105	2	15	11	6	1	12	597	0	0
0.105	3	17	11	6	1	18	967	0	0
0.105	4	5	11	6	2	16	903	0	0
0.105	6	23	11	6	2	18	967	0	0
0.105	7	11	11	6	1	8	421	0	0
0.105	8	20	11	6	1	0	81	0	0
0.105	9	12	11	6	3	0	81	0	0
0.105	10	1	11	6	1	8	421	0	0
0.105	11	2	11	6	1	16	903	0	0
0.105	12	3	11	6	1	8	421	0	0
0.105	13	4	11	6	1	2	133	0	0
0.106	1	22	11	7	1	10	469	0	0
0.106	2	14	11	7	2	4	217	0	0
0.106	3	16	11	7	2	2	133	0	0
0.106	4	19	11	7	1	14	775	0	0
0.106	6	13	11	7	3	8	421	0	0
0.106	7	10	11	7	3	8	421	0	0
0.106	8	20	11	7	1	0	81	0	0
0.106	9	21	11	7	2	0	81	0	0
0.106	10	1	11	7	1	8	421	0	0
0.106	11	2	11	7	1	16	903	0	0
0.106	12	3	11	7	1	8	421	0	0
0.106	13	4	11	7	1	2	133	0	0
0.107	1	18	11	8	2	12	597	0	0
0.107	2	15	11	8	1	12	597	0	0
0.107	3	17	11	8	1	18	967	0	0
0.107	4	5	11	8	2	16	903	0	0
0.107	6	23	11	8	2	18	967	0	0
0.107	7	11	11	8	1	8	421	0	0
0.107	8	20	11	8	1	0	81	0	0
0.107	9	6	11	8	1	2	133	0	0
0.107	10	1	11	8	1	8	421	0	0
0.107	11	2	11	8	1	16	903	0	0
0.107	12	3	11	8	1	8	421	0	0
0.107	13	4	11	8	1	2	133	0	0
0.108	1	22	11	9	1	10	469	0	0
0.108	2	14	11	9	2	4	217	0	0
0.108	3	17	11	9	1	18	967	0	0
0.108	4	19	11	9	1	14	775	0	0
0.108	6	7	11	9	1	8	421	0	0
0.108	7	9	11	9	2	2	133	0	0
0.108	8	20	11	9	1	0	81	0	0
0.108	9	12	11	9	3	0	81	0	0
0.108	10	1	11	9	1	8	421	0	0
0.108	11	2	11	9	1	16	903	0	0
0.108	12	3	11	9	1	8	421	0	0
0.108	13	4	11	9	1	2	133	0	0
0.109	1	18	11	10	2	12	597	0	0
0.109	2	15	11	10	1	12	597	0	0
0.109	3	16	11	10	2	2	133	0	0
0.109	4	5	11	10	2	16	903	0	0
0.109	6	13	11	10	3	8	421	0	0
0.109	7	10	11	10	3	8	421	0	0
0.109	8	20	11	10	1	0	81	0	0
0.109	9	6	11	10	1	2	133	0	0
0.109	10	1	11	10	1	8	421	0	0
0.109	11	2	11	10	1	16	903	0	0
0.109	12	3	11	10	1	8	421	0	0
0.109	13	4	11	10	1	2	133	0	0
0.11	1	22	12	1	1	10	469	0	0
0.11	2	15	12	1	1	12	597	0	0
0.11	3	17	12	1	1	18	967	0	0
0.11	4	19	12	1	1	14	775	0	0
0.11	6	23	12	1	2	18	967	0	0
0.11	7	11	12	1	1	8	421	0	0
0.11	8	20	12	1	1	0	81	0	0
0.11	9	21	12	1	2	0	81	0	0
0.11	10	1	12	1	1	8	421	0	0
0.11	11	2	12	1	1	16	903	0	0
0.11	12	3	12	1	1	8	421	0	0
0.11	13	4	12	1	1	2	133	0	0
0.111	1	18	12	2	2	12	597	0	0
0.111	2	14	12	2	2	4	217	0	0
0.111	3	16	12	2	2	2	133	0	0
0.111	4	5	12	2	2	16	903	0	0
0.111	6	7	12	2	1	8	421	0	0
0.111	7	10	12	2	3	8	421	0	0
0.111	8	20	12	2	1	0	81	0	0
0.111	9	6	12	2	1	2	133	0	0
0.111	10	1	12	2	1	8	421	0	0
0.111	11	2	12	2	1	16	903	0	0
0.111	12	3	12	2	1	8	421	0	0
0.111	13	4	12	2	1	2	133	0	0
0.112	1	22	12	3	1	10	469	0	0
0.112	2	15	12	3	1	12	597	0	0
0.112	3	17	12	3	1	18	967	0	0
0.112	4	19	12	3	1	14	775	0	0
0.112	6	13	12	3	3	8	421	0	0
0.112	7	9	12	3	2	2	133	0	0
0.112	8	20	12	3	1	0	81	0	0
0.112	9	12	12	3	3	0	81	0	0
0.112	10	1	12	3	1	8	421	0	0
0.112	11	2	12	3	1	16	903	0	0
0.112	12	3	12	3	1	8	421	0	0
0.112	13	4	12	3	1	2	133	0	0
0.113	1	18	12	4	2	12	597	0	0
0.113	2	14	12	4	2	4	217	0	0
0.113	3	16	12	4	2	2	133	0	0
0.113	4	5	12	4	2	16	903	0	0
0.113	6	23	12	4	2	18	967	0	0
0.113	7	11	12	4	1	8	421	0	0
0.113	8	20	12	4	1	0	81	0	0
0.113	9	21	12	4	2	0	81	0	0
0.113	10	1	12	4	1	8	421	0	0
0.113	11	2	12	4	1	16	903	0	0
0.113	12	3	12	4	1	8	421	0	0
0.113	13	4	12	4	1	2	133	0	0
0.114	1	22	12	5	1	10	469	0	0
0.114	2	15	12	5	1	12	597	0	0
0.114	3	17	12	5	1	18	967	0	0
0.114	4	19	12	5	1	14	775	0	0
0.114	6	7	12	5	1	8	421	0	0
0.114	7	10	12	5	3	8	421	0	0
0.114	8	20	12	5	1	0	81	0	0
0.114	9	6	12	5	1	2	133	0	0
0.114	10	1	12	5	1	8	421	0	0
0.114	11	2	12	5	1	16	903	0	0
0.114	12	3	12	5	1	8	421	0	0
0.114	13	4	12	5	1	2	133	0	0
0.115	1	18	12	6	2	12	597	0	0
0.115	2	14	12	6	2	4	217	0	0
0.115	3	16	12	6	2	2	133	0	0
0.115	4	5	12	6	2	16	903	0	0
0.115	6	13	12	6	3	8	421	0	0
0.115	7	9	12	6	2	2	133	0	0
0.115	8	20	12	6	1	0	81	0	0
0.115	9	12	12	6	3	0	81	0	0
0.115	10	1	12	6	1	8	421	0	0
0.115	11	2	12	6	1	16	903	0	0
0.115	12	3	12	6	1	8	421	0	0
0.115	13	4	12	6	1	2	133	0	0
0.116	1	22	12	7	1	10	469	0	0
0.116	2	15	12	7	1	12	597	0	0
0.116	3	17	12	7	1	18	967	0	0
0.116	4	19	12	7	1	14	775	0	0
0.116	6	23	12	7	2	18	967	0	0
0.116	7	11	12	7	1	8	421	0	0
0.116	8	20	12	7	1	0	81	0	0
0.116	9	21	12	7	2	0	81	0	0
0.116	10	1	12	7	1	8	421	0	0
0.116	11	2	12	7	1	16	903	0	0
0.116	12	3	12	7	1	8	421	0	0
0.116	13	4	12	7	1	2	133	0	0
0.117	1	18	12	8	2	12	597	0	0
0.117	2	14	12	8	2	4	217	0	0
0.117	3	16	12	8	2	2	133	0	0
0.117	4	5	12	8	2	16	903	0	0
0.117	6	7	12	8	1	8	421	0	0
0.117	7	10	12	8	3	8	421	0	0
0.117	8	20	12	8	1	0	81	0	0
0.117	9	6	12	8	1	2	133	0	0
0.117	10	1	12	8	1	8	421	0	0
0.117	11	2	12	8	1	16	903	0	0
0.117	12	3	12	8	1	8	421	0	0
0.117	13	4	12	8	1	2	133	0	0
0.118	1	22	12	9	1	10	469	0	0
0.118	2	15	12	9	1	12	597	0	0
0.118	3	8	12	9	6	0	81	0	0
0.118	4	19	12	9	1	14	775	0	0
0.118	6	13	12	9	3	8	421	0	0
0.118	7	9	12	9	2	2	133	0	0
0.118	8	20	12	9	1	0	81	0	0
0.118	9	6	12	9	1	2	133	0	0
0.118	10	1	12	9	1	8	421	0	0
0.118	11	2	12	9	1	16	903	0	0
0.118	12	3	12	9	1	8	421	0	0
0.118	13	4	12	9	1	2	133	0	0
0.119	1	18	12	10	2	12	597	0	0
0.119	2	14	12	10	2	4	217	0	0
0.119	3	8	12	10	6	0	81	0	0
0.119	4	5	12	10	2	16	903	0	0
0.119	6	23	12	10	2	18	967	0	0
0.119	7	11	12	10	1	8	421	0	0
0.119	8	20	12	10	1	0	81	0	0
0.119	9	12	12	10	3	0	81	0	0
0.119	10	1	12	10	1	8	421	0	0
0.119	11	2	12	10	1	16	903	0	0
0.119	12	3	12	10	1	8	421	0	0
0.119	13	4	12	10	1	2	133	0	0
0.12	1	22	13	1	1	10	469	0	0
0.12	2	15	13	1	1	12	597	0	0
0.12	3	8	13	1	6	0	81	0	0
0.12	4	19	13	1	1	14	775	0	0
0.12	6	7	13	1	1	8	421	0	0
0.12	7	10	13	1	3	8	421	0	0
0.12	8	20	13	1	1	0	81	0	0
0.12	9	21	13	1	2	0	81	0	0
0.12	10	1	13	1	1	8	421	0	0
0.12	11	2	13	1	1	16	903	0	0
0.12	12	3	13	1	1	8	421	0	0
0.12	13	4	13	1	1	2	133	0	0
0.121	1	18	13	2	2	12	597	0	0
0.121	2	14	13	2	2	4	217	0	0
0.121	3	8	13	2	6	0	81	0	0
0.121	4	5	13	2	2	16	903	0	0
0.121	6	13	13	2	3	8	421	0	0
0.121	7	9	13	2	2	2	133	0	0
0.121	8	20	13	2	1	0	81	0	0
0.121	9	6	13	2	1	2	133	0	0
0.121	10	1	13	2	1	8	421	0	0
0.121	11	2	13	2	1	16	903	0	0
0.121	12	3	13	2	1	8	421	0	0
0.121	13	4	13	2	1	2	133	0	0
0.122	1	22	13	3	1	10	469	0	0
0.122	2	15	13	3	1	12	597	0	0
0.122	3	8	13	3	6	0	81	0	0
0.122	4	19	13	3	1	14	775	0	0
0.122	6	23	13	3	2	18	967	0	0
0.122	7	11	13	3	1	8	421	0	0
0.122	8	20	13	3	1	0	81	0	0
0.122	9	12	13	3	3	0	81	0	0
0.122	10	1	13	3	1	8	421	0	0
0.122	11	2	13	3	1	16	903	0	0
0.122	12	3	13	3	1	8	421	0	0
0.122	13	4	13	3	1	2	133	0	0
0.123	1	18	13	4	2	12	597	0	0
0.123	2	14	13	4	2	4	217	0	0
0.123	3	8	13	4	6	0	81	0	0
0.123	4	5	13	4	2	16	903	0	0
0.123	6	7	13	4	1	8	421	0	0
0.123	7	10	13	4	3	8	421	0	0
0.123	8	20	13	4	1	0	81	0	0
0.123	9	21	13	4	2	0	81	0	0
0.123	10	1	13	4	1	8	421	0	0
0.123	11	2	13	4	1	16	903	0	0
0.123	12	3	13	4	1	8	421	0	0
0.123	13	4	13	4	1	2	133	0	0
0.124	1	22	13	5	1	10	469	0	0
0.124	2	15	13	5	1	12	597	0	0
0.124	3	8	13	5	6	0	81	0	0
0.124	4	19	13	5	1	14	775	0	0
0.124	6	13	13	5	3	8	421	0	0
0.124	7	9	13	5	2	2	133	0	0
0.124	8	20	13	5	1	0	81	0	0
0.124	9	6	13	5	1	2	133	0	0
0.124	10	1	13	5	1	8	421	0	0
0.124	11	2	13	5	1	16	903	0	0
0.124	12	3	13	5	1	8	421	0	0
0.124	13	4	13	5	1	2	133	0	0
0.125	1	18	13	6	2	12	597	0	0
0.125	2	15	13	6	1	12	597	0	0
0.125	3	8	13	6	6	0	81	0	0
0.125	4	5	13	6	2	16	903	0	0
0.125	6	23	13	6	2	18	967	0	0
