% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
0.138	7	10	14	9	3	12	201
0.138	8	20	14	9	1	10	501
0.138	9	6	14	9	1	2	41
0.138	10	1	14	9	1	18	999
0.138	11	2	14	9	1	12	621
0.138	12	3	14	9	1	28	2292
0.138	13	4	14	9	1	28	2292
0.139	1	22	14	10	1	4	105
0.139	1	18	14	10	2	2	65
0.139	2	15	14	10	1	4	105
0.139	2	14	14	10	2	8	209
0.139	3	17	14	10	1	12	201
0.139	3	16	14	10	2	6	101
0.139	6	7	14	10	1	8	137
0.139	6	23	14	10	2	2	41
0.139	6	13	14	10	3	4	69
0.139	7	11	14	10	1	6	101
0.139	7	9	14	10	2	14	253
0.139	7	10	14	10	3	12	201
0.139	8	20	14	10	1	10	501
0.139	9	6	14	10	1	2	41
0.139	10	1	14	10	1	18	999
0.139	11	2	14	10	1	12	621
0.139	12	3	14	10	1	28	2292
0.139	13	4	14	10	1	28	2292
0.14	1	22	15	1	1	4	105
0.14	1	18	15	1	2	2	65
0.14	2	15	15	1	1	4	105
0.14	2	14	15	1	2	8	209
0.14	3	17	15	1	1	12	201
0.14	3	16	15	1	2	6	101
0.14	6	7	15	1	1	8	137
0.14	6	23	15	1	2	2	41
0.14	6	13	15	1	3	4	69
0.14	7	11	15	1	1	6	101
0.14	7	9	15	1	2	14	253
0.14	7	10	15	1	3	12	201
0.14	8	20	15	1	1	10	501
0.14	9	6	15	1	1	2	41
0.14	10	1	15	1	1	18	999
0.14	11	2	15	1	1	12	621
0.14	12	3	15	1	1	28	2292
0.14	13	4	15	1	1	28	2292
0.141	1	22	15	2	1	4	105
0.141	1	18	15	2	2	2	65
0.141	2	15	15	2	1	4	105
0.141	2	14	15	2	2	8	209
0.141	3	17	15	2	1	12	201
0.141	3	16	15	2	2	6	101
0.141	6	7	15	2	1	8	137
0.141	6	23	15	2	2	2	41
0.141	6	13	15	2	3	4	69
0.141	7	11	15	2	1	6	101
0.141	7	9	15	2	2	14	253
0.141	7	10	15	2	3	12	201
0.141	8	20	15	2	1	10	501
0.141	9	6	15	2	1	2	41
0.141	10	1	15	2	1	18	999
0.141	11	2	15	2	1	12	621
0.141	12	3	15	2	1	28	2292
0.141	13	4	15	2	1	28	2292
0.142	1	22	15	3	1	4	105
0.142	1	18	15	3	2	2	65
0.142	2	15	15	3	1	4	105
0.142	2	14	15	3	2	8	209
0.142	3	17	15	3	1	12	201
0.142	3	16	15	3	2	6	101
0.142	6	7	15	3	1	8	137
0.142	6	23	15	3	2	2	41
0.142	6	13	15	3	3	4	69
0.142	7	11	15	3	1	6	101
0.142	7	9	15	3	2	14	253
0.142	7	10	15	3	3	12	201
0.142	8	20	15	3	1	10	501
0.142	9	6	15	3	1	2	41
0.142	10	1	15	3	1	18	999
0.142	11	2	15	3	1	12	621
0.142	12	3	15	3	1	28	2292
0.142	13	4	15	3	1	28	2292
0.143	1	22	15	4	1	4	105
0.143	1	18	15	4	2	2	65
0.143	2	15	15	4	1	4	105
0.143	2	14	15	4	2	8	209
0.143	3	17	15	4	1	12	201
0.143	3	16	15	4	2	6	101
0.143	6	7	15	4	1	8	137
0.143	6	23	15	4	2	2	41
0.143	6	13	15	4	3	4	69
0.143	7	11	15	4	1	6	101
0.143	7	9	15	4	2	14	253
0.143	7	10	15	4	3	12	201
0.143	8	20	15	4	1	10	501
0.143	9	6	15	4	1	2	41
0.143	10	1	15	4	1	18	999
0.143	11	2	15	4	1	12	621
0.143	12	3	15	4	1	28	2292
0.143	13	4	15	4	1	28	2292
0.144	1	22	15	5	1	4	105
0.144	1	18	15	5	2	2	65
0.144	2	15	15	5	1	4	105
0.144	2	14	15	5	2	8	209
0.144	3	17	15	5	1	12	201
0.144	3	16	15	5	2	6	101
0.144	6	7	15	5	1	8	137
0.144	6	23	15	5	2	2	41
0.144	6	13	15	5	3	4	69
0.144	7	11	15	5	1	6	101
0.144	7	9	15	5	2	14	253
0.144	7	10	15	5	3	12	201
0.144	8	20	15	5	1	10	501
0.144	9	6	15	5	1	2	41
0.144	10	1	15	5	1	18	999
0.144	11	2	15	5	1	12	621
0.144	12	3	15	5	1	28	2292
0.144	13	4	15	5	1	28	2292
0.145	1	22	15	6	1	4	105
0.145	1	18	15	6	2	2	65
0.145	2	15	15	6	1	4	105
0.145	2	14	15	6	2	8	209
0.145	3	17	15	6	1	12	201
0.145	3	16	15	6	2	6	101
0.145	6	7	15	6	1	8	137
0.145	6	23	15	6	2	2	41
0.145	6	13	15	6	3	4	69
0.145	7	11	15	6	1	6	101
0.145	7	9	15	6	2	14	253
0.145	7	10	15	6	3	12	201
0.145	8	20	15	6	1	10	501
0.145	9	6	15	6	1	2	41
0.145	10	1	15	6	1	18	999
0.145	11	2	15	6	1	12	621
0.145	12	3	15	6	1	28	2292
0.145	13	4	15	6	1	28	2292
0.146	1	22	15	7	1	4	105
0.146	1	18	15	7	2	2	65
0.146	2	15	15	7	1	4	105
0.146	2	14	15	7	2	8	209
0.146	3	17	15	7	1	12	201
0.146	3	16	15	7	2	6	101
0.146	6	7	15	7	1	8	137
0.146	6	23	15	7	2	2	41
0.146	6	13	15	7	3	4	69
0.146	7	11	15	7	1	6	101
0.146	7	9	15	7	2	14	253
0.146	7	10	15	7	3	12	201
0.146	8	20	15	7	1	10	501
0.146	9	6	15	7	1	2	41
0.146	10	1	15	7	1	18	999
0.146	11	2	15	7	1	12	621
0.146	12	3	15	7	1	28	2292
0.146	13	4	15	7	1	28	2292
0.147	1	22	15	8	1	4	105
0.147	1	18	15	8	2	2	65
0.147	2	15	15	8	1	4	105
0.147	2	14	15	8	2	8	209
0.147	3	17	15	8	1	12	201
0.147	3	16	15	8	2	6	101
0.147	6	7	15	8	1	8	137
0.147	6	23	15	8	2	2	41
0.147	6	13	15	8	3	4	69
0.147	7	11	15	8	1	6	101
0.147	7	9	15	8	2	14	253
0.147	7	10	15	8	3	12	201
0.147	8	20	15	8	1	10	501
0.147	9	6	15	8	1	2	41
0.147	10	1	15	8	1	18	999
0.147	11	2	15	8	1	12	621
0.147	12	3	15	8	1	28	2292
0.147	13	4	15	8	1	28	2292
0.148	1	22	15	9	1	4	105
0.148	1	18	15	9	2	2	65
0.148	2	15	15	9	1	4	105
0.148	2	14	15	9	2	8	209
0.148	3	17	15	9	1	12	201
0.148	3	16	15	9	2	6	101
0.148	6	7	15	9	1	8	137
0.148	6	23	15	9	2	2	41
0.148	6	13	15	9	3	4	69
0.148	7	11	15	9	1	6	101
0.148	7	9	15	9	2	14	253
0.148	7	10	15	9	3	12	201
0.148	8	20	15	9	1	10	501
0.148	9	6	15	9	1	2	41
0.148	10	1	15	9	1	18	999
0.148	11	2	15	9	1	12	621
0.148	12	3	15	9	1	28	2292
0.148	13	4	15	9	1	28	2292
0.149	1	22	15	10	1	4	105
0.149	1	18	15	10	2	2	65
0.149	2	15	15	10	1	4	105
0.149	2	14	15	10	2	8	209
0.149	3	17	15	10	1	12	201
0.149	3	16	15	10	2	6	101
0.149	6	7	15	10	1	8	137
0.149	6	23	15	10	2	2	41
0.149	6	13	15	10	3	4	69
0.149	7	11	15	10	1	6	101
0.149	7	9	15	10	2	16	309
0.149	7	10	15	10	3	12	201
0.149	8	20	15	10	1	10	501
0.149	9	6	15	10	1	2	41
0.149	10	1	15	10	1	20	1239
0.149	11	2	15	10	1	12	621
0.149	12	3	15	10	1	28	2292
0.149	13	4	15	10	1	28	2292
0.15	1	22	16	1	1	4	105
0.15	1	18	16	1	2	2	65
0.15	2	15	16	1	1	4	105
0.15	2	14	16	1	2	8	209
0.15	3	17	16	1	1	12	201
0.15	3	16	16	1	2	6	101
0.15	6	7	16	1	1	8	137
0.15	6	23	16	1	2	2	41
0.15	6	13	16	1	3	4	69
0.15	7	11	16	1	1	6	101
0.15	7	9	16	1	2	14	253
0.15	7	10	16	1	3	12	201
0.15	8	20	16	1	1	10	501
0.15	9	6	16	1	1	2	41
0.15	10	1	16	1	1	18	999
0.15	11	2	16	1	1	12	621
0.15	12	3	16	1	1	28	2292
0.15	13	4	16	1	1	28	2292
0.151	1	22	16	2	1	4	105
0.151	1	18	16	2	2	2	65
0.151	2	15	16	2	1	4	105
0.151	2	14	16	2	2	8	209
0.151	3	17	16	2	1	12	201
0.151	3	16	16	2	2	6	101
0.151	6	7	16	2	1	8	137
0.151	6	23	16	2	2	2	41
0.151	6	13	16	2	3	4	69
0.151	7	11	16	2	1	6	101
0.151	7	9	16	2	2	14	253
0.151	7	10	16	2	3	12	201
0.151	8	20	16	2	1	10	501
0.151	9	6	16	2	1	2	41
0.151	10	1	16	2	1	18	999
0.151	11	2	16	2	1	12	621
0.151	12	3	16	2	1	28	2292
0.151	13	4	16	2	1	28	2292
0.152	1	22	16	3	1	4	105
0.152	1	18	16	3	2	2	65
0.152	2	15	16	3	1	4	105
0.152	2	14	16	3	2	8	209
0.152	3	17	16	3	1	12	201
0.152	3	16	16	3	2	6	101
0.152	6	7	16	3	1	8	137
0.152	6	23	16	3	2	2	41
0.152	6	13	16	3	3	4	69
0.152	7	11	16	3	1	6	101
0.152	7	9	16	3	2	14	253
0.152	7	10	16	3	3	12	201
0.152	8	20	16	3	1	10	501
0.152	9	6	16	3	1	2	41
0.152	10	1	16	3	1	18	999
0.152	11	2	16	3	1	12	621
0.152	12	3	16	3	1	28	2292
0.152	13	4	16	3	1	28	2292
0.153	1	22	16	4	1	4	105
0.153	1	18	16	4	2	2	65
0.153	2	15	16	4	1	4	105
0.153	2	14	16	4	2	8	209
0.153	3	17	16	4	1	12	201
0.153	3	16	16	4	2	6	101
0.153	6	7	16	4	1	8	137
0.153	6	23	16	4	2	2	41
0.153	6	13	16	4	3	4	69
0.153	7	11	16	4	1	6	101
0.153	7	9	16	4	2	14	253
0.153	7	10	16	4	3	12	201
0.153	8	20	16	4	1	10	501
0.153	9	6	16	4	1	2	41
0.153	10	1	16	4	1	18	999
0.153	11	2	16	4	1	12	621
0.153	12	3	16	4	1	28	2292
0.153	13	4	16	4	1	28	2292
0.154	1	22	16	5	1	4	105
0.154	1	18	16	5	2	2	65
0.154	2	15	16	5	1	6	153
0.154	2	14	16	5	2	12	301
0.154	3	17	16	5	1	14	253
0.154	3	16	16	5	2	6	101
0.154	6	7	16	5	1	8	137
0.154	6	23	16	5	2	2	41
0.154	6	13	16	5	3	6	101
0.154	7	11	16	5	1	8	137
0.154	7	9	16	5	2	20	389
0.154	7	10	16	5	3	18	325
0.154	8	20	16	5	1	10	501
0.154	9	6	16	5	1	4	69
0.154	10	1	16	5	1	20	1239
0.154	11	2	16	5	1	12	621
0.154	12	3	16	5	1	28	2292
0.154	13	4	16	5	1	28	2292
0.155	1	22	16	6	1	4	105
0.155	1	18	16	6	2	2	65
0.155	2	15	16	6	1	4	105
0.155	2	14	16	6	2	8	209
0.155	3	17	16	6	1	12	201
0.155	3	16	16	6	2	6	101
0.155	6	7	16	6	1	8	137
0.155	6	23	16	6	2	2	41
0.155	6	13	16	6	3	4	69
0.155	7	11	16	6	1	6	101
0.155	7	9	16	6	2	14	253
0.155	7	10	16	6	3	12	201
0.155	8	20	16	6	1	10	501
0.155	9	6	16	6	1	2	41
0.155	10	1	16	6	1	18	999
0.155	11	2	16	6	1	12	621
0.155	12	3	16	6	1	28	2292
0.155	13	4	16	6	1	28	2292
0.156	1	22	16	7	1	4	105
0.156	1	18	16	7	2	2	65
0.156	2	15	16	7	1	4	105
0.156	2	14	16	7	2	8	209
0.156	3	17	16	7	1	12	201
0.156	3	16	16	7	2	6	101
0.156	6	7	16	7	1	8	137
0.156	6	23	16	7	2	2	41
0.156	6	13	16	7	3	4	69
0.156	7	11	16	7	1	6	101
0.156	7	9	16	7	2	14	253
0.156	7	10	16	7	3	12	201
0.156	8	20	16	7	1	10	501
0.156	9	6	16	7	1	2	41
0.156	10	1	16	7	1	18	999
0.156	11	2	16	7	1	12	621
0.156	12	3	16	7	1	28	2292
0.156	13	4	16	7	1	28	2292
0.157	1	22	16	8	1	4	105
0.157	1	18	16	8	2	2	65
0.157	2	15	16	8	1	4	105
0.157	2	14	16	8	2	8	209
0.157	3	17	16	8	1	12	201
0.157	3	16	16	8	2	6	101
0.157	6	7	16	8	1	8	137
0.157	6	23	16	8	2	2	41
0.157	6	13	16	8	3	4	69
0.157	7	11	16	8	1	6	101
0.157	7	9	16	8	2	14	253
0.157	7	10	16	8	3	12	201
0.157	8	20	16	8	1	10	501
0.157	9	6	16	8	1	2	41
0.157	10	1	16	8	1	18	999
0.157	11	2	16	8	1	12	621
0.157	12	3	16	8	1	28	2292
0.157	13	4	16	8	1	28	2292
0.158	1	22	16	9	1	4	105
0.158	1	18	16	9	2	2	65
0.158	2	15	16	9	1	4	105
0.158	2	14	16	9	2	8	209
0.158	3	17	16	9	1	12	201
0.158	3	16	16	9	2	6	101
0.158	6	7	16	9	1	8	137
0.158	6	23	16	9	2	2	41
0.158	6	13	16	9	3	4	69
0.158	7	11	16	9	1	6	101
0.158	7	9	16	9	2	14	253
0.158	7	10	16	9	3	12	201
0.158	8	20	16	9	1	10	501
0.158	9	6	16	9	1	2	41
0.158	10	1	16	9	1	18	999
0.158	11	2	16	9	1	12	621
0.158	12	3	16	9	1	28	2292
0.158	13	4	16	9	1	28	2292
0.159	1	22	16	10	1	4	105
0.159	1	18	16	10	2	2	65
0.159	2	15	16	10	1	4	105
0.159	2	14	16	10	2	8	209
0.159	3	17	16	10	1	12	201
0.159	3	16	16	10	2	6	101
0.159	6	7	16	10	1	8	137
0.159	6	23	16	10	2	2	41
0.159	6	13	16	10	3	4	69
0.159	7	11	16	10	1	6	101
0.159	7	9	16	10	2	14	253
0.159	7	10	16	10	3	12	201
0.159	8	20	16	10	1	10	501
0.159	9	6	16	10	1	2	41
0.159	10	1	16	10	1	18	999
0.159	11	2	16	10	1	12	621
0.159	12	3	16	10	1	28	2292
0.159	13	4	16	10	1	28	2292
0.16	1	22	17	1	1	4	105
0.16	1	18	17	1	2	2	65
0.16	2	15	17	1	1	4	105
0.16	2	14	17	1	2	8	209
0.16	3	17	17	1	1	12	201
0.16	3	16	17	1	2	6	101
0.16	6	7	17	1	1	8	137
0.16	6	23	17	1	2	2	41
0.16	6	13	17	1	3	4	69
0.16	7	11	17	1	1	6	101
0.16	7	9	17	1	2	14	253
0.16	7	10	17	1	3	12	201
0.16	8	20	17	1	1	10	501
0.16	9	6	17	1	1	2	41
0.16	10	1	17	1	1	18	999
0.16	11	2	17	1	1	12	621
0.16	12	3	17	1	1	28	2292
0.16	13	4	17	1	1	28	2292
0.161	1	22	17	2	1	6	153
0.161	1	18	17	2	2	2	65
0.161	2	15	17	2	1	4	105
0.161	2	14	17	2	2	8	209
0.161	3	17	17	2	1	16	309
0.161	3	16	17	2	2	6	101
0.161	4	19	17	2	1	2	65
0.161	6	7	17	2	1	8	137
0.161	6	23	17	2	2	2	41
0.161	6	13	17	2	3	4	69
0.161	7	11	17	2	1	6	101
0.161	7	9	17	2	2	14	253
0.161	7	10	17	2	3	12	201
0.161	8	20	17	2	1	8	437
0.161	9	6	17	2	1	0	26
0.161	10	1	17	2	1	18	999
0.161	11	2	17	2	1	12	621
0.161	12	3	17	2	1	28	2292
0.161	13	4	17	2	1	28	2292
0.162	1	22	17	3	1	4	105
0.162	1	18	17	3	2	4	105
0.162	2	15	17	3	1	4	105
0.162	2	14	17	3	2	12	301
0.162	3	17	17	3	1	12	201
0.162	3	16	17	3	2	6	101
0.162	4	19	17	3	1	2	65
0.162	4	5	17	3	2	6	153
0.162	6	7	17	3	1	8	137
0.162	6	23	17	3	2	6	101
0.162	6	13	17	3	3	4	69
0.162	7	11	17	3	1	6	101
0.162	7	9	17	3	2	18	325
0.162	7	10	17	3	3	12	201
0.162	8	20	17	3	1	10	501
0.162	9	6	17	3	1	2	41
0.162	10	1	17	3	1	18	999
0.162	11	2	17	3	1	12	621
0.162	12	3	17	3	1	28	2292
0.162	13	4	17	3	1	28	2292
0.163	1	22	17	4	1	4	105
0.163	1	18	17	4	2	2	65
0.163	2	15	17	4	1	4	105
0.163	2	14	17	4	2	8	209
0.163	3	17	17	4	1	12	201
0.163	3	16	17	4	2	6	101
0.163	4	19	17	4	1	2	65
0.163	4	5	17	4	2	6	153
0.163	6	7	17	4	1	8	137
0.163	6	23	17	4	2	2	41
0.163	6	13	17	4	3	24	533
0.163	7	11	17	4	1	6	101
0.163	7	9	17	4	2	14	253
0.163	7	10	17	4	3	10	157
0.163	8	20	17	4	1	10	501
0.163	9	6	17	4	1	2	41
0.163	9	12	17	4	3	0	26
0.163	10	1	17	4	1	18	999
0.163	11	2	17	4	1	12	621
0.163	12	3	17	4	1	28	2292
0.163	13	4	17	4	1	28	2292
0.164	1	22	17	5	1	4	105
0.164	1	18	17	5	2	2	65
0.164	2	15	17	5	1	4	105
0.164	2	14	17	5	2	8	209
0.164	3	17	17	5	1	12	201
0.164	3	16	17	5	2	6	101
0.164	4	19	17	5	1	2	65
0.164	4	5	17	5	2	6	153
0.164	6	7	17	5	1	8	137
0.164	6	23	17	5	2	2	41
0.164	6	13	17	5	3	4	69
0.164	7	11	17	5	1	6	101
0.164	7	9	17	5	2	14	253
0.164	7	10	17	5	3	12	201
0.164	8	20	17	5	1	10	501
0.164	9	6	17	5	1	2	41
0.164	9	12	17	5	3	0	26
0.164	10	1	17	5	1	18	999
0.164	11	2	17	5	1	12	621
0.164	12	3	17	5	1	28	2292
0.164	13	4	17	5	1	28	2292
0.165	1	22	17	6	1	4	105
0.165	1	18	17	6	2	2	65
0.165	2	15	17	6	1	4	105
0.165	2	14	17	6	2	8	209
0.165	3	17	17	6	1	12	201
0.165	3	16	17	6	2	6	101
0.165	4	19	17	6	1	2	65
0.165	4	5	17	6	2	6	153
0.165	6	7	17	6	1	8	137
0.165	6	23	17	6	2	2	41
0.165	6	13	17	6	3	4	69
0.165	7	11	17	6	1	6	101
0.165	7	9	17	6	2	14	253
0.165	7	10	17	6	3	12	201
0.165	8	20	17	6	1	10	501
0.165	9	6	17	6	1	2	41
0.165	9	12	17	6	3	0	26
0.165	10	1	17	6	1	18	999
0.165	11	2	17	6	1	12	621
0.165	12	3	17	6	1	28	2292
0.165	13	4	17	6	1	28	2292
0.166	1	22	17	7	1	4	105
0.166	1	18	17	7	2	2	65
0.166	2	15	17	7	1	4	105
0.166	2	14	17	7	2	8	209
0.166	3	17	17	7	1	12	201
0.166	3	16	17	7	2	6	101
0.166	3	8	17	7	6	26	621
0.166	4	19	17	7	1	2	65
0.166	4	5	17	7	2	6	153
0.166	6	7	17	7	1	8	137
0.166	6	23	17	7	2	2	41
0.166	6	13	17	7	3	4	69
0.166	7	11	17	7	1	6	101
0.166	7	9	17	7	2	14	253
0.166	7	10	17	7	3	12	201
0.166	8	20	17	7	1	10	501
0.166	9	6	17	7	1	2	41
0.166	9	12	17	7	3	0	26
0.166	10	1	17	7	1	18	999
0.166	11	2	17	7	1	12	621
0.166	12	3	17	7	1	28	2292
0.166	13	4	17	7	1	28	2292
0.167	1	22	17	8	1	4	105
0.167	1	18	17	8	2	2	65
0.167	2	15	17	8	1	4	105
0.167	2	14	17	8	2	8	209
0.167	3	17	17	8	1	12	201
0.167	3	16	17	8	2	6	101
0.167	3	8	17	8	6	26	621
0.167	4	19	17	8	1	2	65
0.167	4	5	17	8	2	6	153
0.167	6	7	17	8	1	8	137
0.167	6	23	17	8	2	2	41
0.167	6	13	17	8	3	4	69
0.167	7	11	17	8	1	6	101
0.167	7	9	17	8	2	14	253
0.167	7	10	17	8	3	12	201
0.167	8	20	17	8	1	10	501
0.167	9	6	17	8	1	2	41
0.167	9	12	17	8	3	0	26
0.167	10	1	17	8	1	18	999
0.167	11	2	17	8	1	12	621
0.167	12	3	17	8	1	28	2292
0.167	13	4	17	8	1	28	2292
0.168	1	22	17	9	1	4	105
0.168	1	18	17	9	2	2	65
0.168	2	15	17	9	1	4	105
0.168	2	14	17	9	2	8	209
0.168	3	17	17	9	1	12	201
0.168	3	16	17	9	2	6	101
0.168	3	8	17	9	6	26	621
0.168	4	5	17	9	2	6	153
0.168	6	7	17	9	1	6	101
0.168	6	23	17	9	2	2	41
0.168	6	13	17	9	3	4	69
0.168	7	11	17	9	1	6	101
0.168	7	9	17	9	2	14	253
0.168	7	10	17	9	3	12	201
0.168	8	20	17	9	1	8	437
0.168	9	6	17	9	1	2	41
0.168	9	12	17	9	3	0	26
0.168	10	1	17	9	1	18	999
0.168	11	2	17	9	1	10	501
0.168	12	3	17	9	1	28	2292
0.168	13	4	17	9	1	28	2292
0.169	1	22	17	10	1	4	105
0.169	1	18	17	10	2	2	65
0.169	2	15	17	10	1	4	105
0.169	2	14	17	10	2	8	209
0.169	3	17	17	10	1	12	201
0.169	3	16	17	10	2	6	101
0.169	3	8	17	10	6	26	621
0.169	4	5	17	10	2	6	153
0.169	6	7	17	10	1	6	101
0.169	6	23	17	10	2	2	41
0.169	6	13	17	10	3	4	69
0.169	7	11	17	10	1	6	101
0.169	7	9	17	10	2	14	253
0.169	7	10	17	10	3	12	201
0.169	8	20	17	10	1	8	437
0.169	9	6	17	10	1	2	41
0.169	9	12	17	10	3	0	26
0.169	10	1	17	10	1	18	999
0.169	11	2	17	10	1	10	501
0.169	12	3	17	10	1	28	2292
0.169	13	4	17	10	1	28	2292
0.17	1	22	18	1	1	4	105
0.17	1	18	18	1	2	2	65
0.17	2	15	18	1	1	4	105
0.17	2	14	18	1	2	8	209
0.17	3	17	18	1	1	12	201
0.17	3	16	18	1	2	6	101
0.17	3	8	18	1	6	26	621
0.17	4	5	18	1	2	6	153
0.17	6	13	18	1	3	24	533
0.17	6	7	18	1	1	6	101
0.17	6	23	18	1	2	2	41
0.17	7	11	18	1	1	6	101
0.17	7	9	18	1	2	14	253
0.17	7	10	18	1	3	6	101
0.17	8	20	18	1	1	8	437
0.17	9	6	18	1	1	2	41
0.17	10	1	18	1	1	18	999
0.17	11	2	18	1	1	10	501
0.17	12	3	18	1	1	28	2292
0.17	13	4	18	1	1	28	2292
0.171	1	22	18	2	1	4	105
0.171	1	18	18	2	2	2	65
0.171	2	15	18	2	1	4	105
0.171	2	14	18	2	2	8	209
0.171	3	17	18	2	1	12	201
0.171	3	16	18	2	2	6	101
0.171	3	8	18	2	6	26	621
0.171	4	5	18	2	2	6	153
0.171	6	7	18	2	1	6	101
0.171	6	23	18	2	2	2	41
0.171	6	13	18	2	3	4	69
0.171	7	11	18	2	1	6	101
0.171	7	9	18	2	2	14	253
0.171	7	10	18	2	3	6	101
0.171	8	20	18	2	1	8	437
0.171	9	6	18	2	1	2	41
0.171	10	1	18	2	1	18	999
0.171	11	2	18	2	1	10	501
0.171	12	3	18	2	1	28	2292
0.171	13	4	18	2	1	28	2292
0.172	1	22	18	3	1	4	105
0.172	1	18	18	3	2	2	65
0.172	2	15	18	3	1	4	105
0.172	2	14	18	3	2	8	209
0.172	3	17	18	3	1	12	201
0.172	3	16	18	3	2	6	101
0.172	3	8	18	3	6	26	621
0.172	4	5	18	3	2	6	153
0.172	6	7	18	3	1	6	101
0.172	6	23	18	3	2	2	41
0.172	6	13	18	3	3	4	69
0.172	7	11	18	3	1	6	101
0.172	7	9	18	3	2	14	253
0.172	7	10	18	3	3	6	101
0.172	8	20	18	3	1	8	437
0.172	9	6	18	3	1	2	41
0.172	10	1	18	3	1	18	999
0.172	11	2	18	3	1	10	501
0.172	12	3	18	3	1	28	2292
0.172	13	4	18	3	1	28	2292
0.173	1	22	18	4	1	4	105
0.173	1	18	18	4	2	2	65
0.173	2	15	18	4	1	4	105
0.173	2	14	18	4	2	8	209
0.173	3	8	18	4	6	26	621
0.173	3	17	18	4	1	12	201
0.173	3	16	18	4	2	6	101
0.173	4	5	18	4	2	6	153
0.173	6	7	18	4	1	6	101
0.173	6	23	18	4	2	2	41
0.173	6	13	18	4	3	2	41
0.173	7	11	18	4	1	6	101
0.173	7	9	18	4	2	14	253
0.173	7	10	18	4	3	6	101
0.173	8	20	18	4	1	8	437
0.173	9	6	18	4	1	2	41
0.173	10	1	18	4	1	18	999
0.173	11	2	18	4	1	10	501
0.173	12	3	18	4	1	28	2292
0.173	13	4	18	4	1	28	2292
0.174	1	22	18	5	1	4	105
0.174	1	18	18	5	2	2	65
0.174	2	15	18	5	1	4	105
0.174	2	14	18	5	2	8	209
0.174	3	17	18	5	1	12	201
0.174	3	16	18	5	2	6	101
0.174	4	5	18	5	2	6	153
0.174	6	7	18	5	1	6	101
0.174	6	23	18	5	2	2	41
0.174	6	13	18	5	3	4	69
0.174	7	11	18	5	1	6	101
0.174	7	9	18	5	2	14	253
0.174	7	10	18	5	3	6	101
0.174	8	20	18	5	1	8	437
0.174	9	6	18	5	1	2	41
0.174	10	1	18	5	1	18	999
0.174	11	2	18	5	1	10	501
0.174	12	3	18	5	1	28	2292
0.174	13	4	18	5	1	28	2292
0.175	1	22	18	6	1	4	105
0.175	1	18	18	6	2	2	65
0.175	2	15	18	6	1	4	105
0.175	2	14	18	6	2	8	209
0.175	3	17	18	6	1	12	201
0.175	3	16	18	6	2	6	101
0.175	4	5	18	6	2	6	153
0.175	6	7	18	6	1	8	137
0.175	6	23	18	6	2	2	41
0.175	6	13	18	6	3	4	69
0.175	7	11	18	6	1	6	101
0.175	7	9	18	6	2	14	253
0.175	7	10	18	6	3	6	101
0.175	8	20	18	6	1	8	437
0.175	9	6	18	6	1	2	41
0.175	10	1	18	6	1	18	999
0.175	11	2	18	6	1	10	501
0.175	12	3	18	6	1	28	2292
0.175	13	4	18	6	1	28	2292
0.176	1	22	18	7	1	4	105
0.176	1	18	18	7	2	2	65
0.176	2	15	18	7	1	4	105
0.176	2	14	18	7	2	8	209
0.176	3	8	18	7	6	26	621
0.176	3	17	18	7	1	12	201
0.176	3	16	18	7	2	6	101
0.176	6	7	18	7	1	8	137
0.176	6	23	18	7	2	2	41
0.176	6	13	18	7	3	2	41
0.176	7	11	18	7	1	6	101
0.176	7	9	18	7	2	14	253
0.176	7	10	18	7	3	6	101
0.176	8	20	18	7	1	8	437
0.176	9	6	18	7	1	2	41
0.176	10	1	18	7	1	18	999
0.176	11	2	18	7	1	10	501
0.176	12	3	18	7	1	28	2292
0.176	13	4	18	7	1	28	2292
0.177	1	22	18	8	1	4	105
0.177	1	18	18	8	2	2	65
0.177	2	15	18	8	1	4	105
0.177	2	14	18	8	2	8	209
0.177	3	17	18	8	1	12	201
0.177	3	16	18	8	2	6	101
0.177	6	13	18	8	3	24	533
0.177	6	7	18	8	1	8	137
0.177	6	23	18	8	2	2	41
0.177	7	11	18	8	1	6	101
0.177	7	9	18	8	2	14	253
0.177	7	10	18	8	3	12	201
0.177	8	20	18	8	1	8	437
0.177	9	6	18	8	1	2	41
0.177	10	1	18	8	1	18	999
0.177	11	2	18	8	1	10	501
0.177	12	3	18	8	1	28	2292
0.177	13	4	18	8	1	28	2292
0.178	1	22	18	9	1	4	105
0.178	1	18	18	9	2	2	65
0.178	2	15	18	9	1	4	105
0.178	2	14	18	9	2	8	209
0.178	3	17	18	9	1	12	201
0.178	3	16	18	9	2	6	101
0.178	6	7	18	9	1	8	137
0.178	6	23	18	9	2	2	41
0.178	6	13	18	9	3	4	69
0.178	7	11	18	9	1	6	101
0.178	7	9	18	9	2	14	253
0.178	7	10	18	9	3	12	201
0.178	8	20	18	9	1	8	437
0.178	9	6	18	9	1	2	41
0.178	10	1	18	9	1	18	999
0.178	11	2	18	9	1	10	501
0.178	12	3	18	9	1	28	2292
0.178	13	4	18	9	1	28	2292
0.179	1	22	18	10	1	4	105
0.179	1	18	18	10	2	2	65
0.179	2	15	18	10	1	4	105
0.179	2	14	18	10	2	8	209
0.179	3	17	18	10	1	12	201
0.179	3	16	18	10	2	6	101
0.179	6	7	18	10	1	8	137
